order,family,subfamily,genus,subgenus,species,spauthor,year_described,common_name,gaa_name,syn1,syn2,syn3,syn4,syn5,syn6,itis_names,iucn,isocc,Genus_species,Tympanic.membrane,Tympanic.annulus,Columella,Collapsed_SVL,Microhabitat,Source,alt_mean,alt_min,alt_max,latitude_mean,latitude_min,latitude_max,mean_temp,min_temp,max_temp,df,ActiveTime,ear
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,schmidti,"Noble, 1923",NA,Hispaniolan Streamside Frog,Eleutherodactylus schmidti,,NA,NA,NA,NA,NA,,Critically Endangered (CR),"DO,HT",Eleutherodactylus_schmidti,1,1,1inf,58,terrestrial,IUCN 2014,944.8,87,2897,19.14460366,18.73304,19.6667,203.4888889,116,256,NA,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,schwartzi,"Thomas, 1966",NA,Virgin Islands Khaki Frog,Eleutherodactylus schwartzi,,NA,NA,NA,NA,NA,,Endangered (EN),VG,Eleutherodactylus_schwartzi,1,1,1inf,35,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,sciagraphus,"Schwartz, 1973",NA,La Hotte Stripe-legged Frog,Eleutherodactylus sciagraphus,,NA,NA,NA,NA,NA,,Critically Endangered (CR),HT,Eleutherodactylus_sciagraphus,1,1,1inf,21,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,simulans,"Díaz & Fong, 2001",NA,Oriente Mottled Frog,Eleutherodactylus simulans,,NA,NA,NA,NA,NA,,Endangered (EN),CU,Eleutherodactylus_simulans,1,1,1inf,24,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,sommeri,"Schwartz, 1977",2008,Massif Du Nord Whistling Frog,Eleutherodactylus sommeri,,NA,NA,NA,NA,NA,,Endangered (EN),"DO,HT",Eleutherodactylus_sommeri,1,1,1inf,41,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Syrrhophus,symingtoni,"Schwartz, 1957",NA,Western Spiny Frog,Eleutherodactylus symingtoni,,NA,NA,NA,NA,NA,,Critically Endangered (CR),CU,Eleutherodactylus_symingtoni,1,1,1inf,69,terrestrial,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,thomasi,"Schwartz, 1959",NA,Cuban Cave Frog,Eleutherodactylus thomasi,,NA,NA,NA,NA,NA,,Endangered (EN),CU,Eleutherodactylus_thomasi,1,1,1inf,43,terrestrial,IUCN 2014,91,91,91,21.6828,21.6828,21.6828,249,249,249,2300,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,thorectes,"Hedges, 1988",NA,Macaya breast-spot frog,Eleutherodactylus thorectes,,NA,NA,NA,NA,NA,,Critically Endangered (CR),HT,Eleutherodactylus_thorectes,1,1,1inf,15,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,toa,"Estrada & Hedges, 1991",NA,Oriente Pallid Frog,Eleutherodactylus toa,,NA,NA,NA,NA,NA,,Endangered (EN),CU,Eleutherodactylus_toa,1,1,1inf,28.2,semi.aquatic,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,tonyi,"Estrada & Hedges, 1997",NA,Cabo Cruz Frog,Eleutherodactylus tonyi,,NA,NA,NA,NA,NA,,Critically Endangered (CR),CU,Eleutherodactylus_tonyi,1,1,1inf,33.7,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,D__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,turquinensis,"Barbour & Shreve, 1937",NA,"Turquino Streamfrog, Turquino Robber Frog",Eleutherodactylus turquinensis,,NA,NA,NA,NA,NA,,Critically Endangered (CR),CU,Eleutherodactylus_turquinensis,1,1,1inf,54,aquatic,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,unicolor,"Stejneger, 1904",NA,"Puerto Rican Elfin Frog, Coquí Duende",Eleutherodactylus unicolor,,NA,NA,NA,NA,NA,,Vulnerable (VU),PR,Eleutherodactylus_unicolor,1,1,1inf,17,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_C_N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,varians,"(Gundlach & Peters, 1864)",NA,Cuban Bromeliad Frog,Eleutherodactylus varians,,NA,NA,NA,NA,NA,,Vulnerable (VU),CU,Eleutherodactylus_varians,1,1,1inf,40,arboreal,IUCN 2014,144.6666667,109,216,22.43482,22.41056,22.4833,243,241,244,2800,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,varleyi,"Dunn, 1925",NA,"Western Cuba Grassfrog, Varley's Robber Frog",Eleutherodactylus varleyi,Eleutherodactylus_phyzelus,_Euhyas_varleyi,NA,NA,NA,NA,"Eleutherodactylus phyzelus, Euhyas varleyi",Least Concern (LC),CU,Eleutherodactylus_varleyi,1,1,1,18.5,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3800,__N,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,weinlandi,"Barbour, 1914",NA,Hispaniolan Red-rumped Frog,Eleutherodactylus weinlandi,Hylodes_weinlandi,_Euhyas_weinlandi,NA,NA,NA,NA,"Hylodes weinlandi, Euhyas weinlandi",Least Concern (LC),"DO,HT",Eleutherodactylus_weinlandi,1,1,1,40,terrestrial,IUCN 2014,218.4054054,1,899,19.08820538,18.41738894,19.76667,248.8026316,205,264,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,wetmorei,"Cochran, 1932",NA,Tiburon Whistling Frog,Eleutherodactylus wetmorei,,NA,NA,NA,NA,NA,,Vulnerable (VU),"DO,HT",Eleutherodactylus_wetmorei,1,1,1inf,41,arboreal,IUCN 2014,574.0526316,42,1917,18.4294078,18.15,19.49895,228,132,253,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Eleutherodactylus,wightmanae,"Schmidt, 1920",NA,"Puerto Rican Melodius Frog, Melodious Coqui, Wrinkled Coqui, Wightman’s Robber Frog, Coqui Melodioso",Eleutherodactylus wightmanae,,NA,NA,NA,NA,NA,,Endangered (EN),PR,Eleutherodactylus_wightmanae,1,1,1,23,terrestrial,IUCN 2014,675.5,393,917,18.306023,18.29522,18.32389,217.8,213,221,NA,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Syrrhophus,zeus,"Schwartz, 1958",NA,Cuban Giant Frog,Eleutherodactylus zeus,,NA,NA,NA,NA,NA,,Endangered (EN),CU,Eleutherodactylus_zeus,1,1,1inf,83,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,__,Y
Anura,Eleutherodactylidae,Eleutherodactylinae,Eleutherodactylus,Euhyas,zugi,"Schwartz, 1958",NA,Rosario Red-legged Frog,Eleutherodactylus zugi,,NA,NA,NA,NA,NA,,Endangered (EN),CU,Eleutherodactylus_zugi,1,1,1,20,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3800,__,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,adiastola,"Hoogmoed & Lescure, 1984",NA,,Adelophryne adiastola,,NA,NA,NA,NA,NA,,Least Concern (LC),"BR,CO,EC,PE",Adelophryne_adiastola,1,1,1inf,17,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,__N,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,baturitensis,"Hoogmoed, Borges & Cascon, 1994",NA,,Adelophryne baturitensis,,NA,NA,NA,NA,NA,,Vulnerable (VU),BR,Adelophryne_baturitensis,1,1,1inf,16.3,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,gutturosa,"Hoogmoed & Lescure, 1984",NA,Guiana Shield Frog,Adelophryne gutturosa,,NA,NA,NA,NA,NA,,Least Concern (LC),"BR,GY,VE",Adelophryne_gutturosa,1,1,1inf,16,terrestrial,IUCN 2014,721.3333333,161,1145,3.834516667,0.98333,5.4105,223.6666667,197,260,4242,D__N,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,maranguapensis,"Hoogmoed, Borges & Cascon, 1994",1984,,Adelophryne maranguapensis,,NA,NA,NA,NA,NA,,Endangered (EN),BR,Adelophryne_maranguapensis,1,1,1inf,17.4,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824.36,D__,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,pachydactyla,"Hoogmoed, Borges & Cascon, 1994",NA,,Adelophryne pachydactyla,,NA,NA,NA,NA,NA,,Data Deficient (DD),BR,Adelophryne_pachydactyla,1,1,1inf,11.1,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Adelophryne,,patamona,"MacCulloch, Lathrop, Kok, Minter, Khan & Barrio-Amoros, 2008",2008,,Adelophryne patamona,,NA,NA,NA,NA,NA,,Data Deficient (DD),GY,Adelophryne_patamona,1,1,1inf,23,terrestrial,IUCN 2014,1130.5,964,1297,5.15153,5.0925,5.21056,206.5,203,210,3255,_C_N,Y
Anura,Eleutherodactylidae,Phyzelaphryninae,Phyzelaphryne,,miriamae,"Heyer, 1977",NA,Miriam's frog,Phyzelaphryne miriamae,,NA,NA,NA,NA,NA,,Least Concern (LC),BR,Phyzelaphryne_miriamae,1,1,1inf,20,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4085,D_C_,Y
Anura,Heleophrynidae,,Heleophryne,,purcelli,"Sclater, 1898",NA,Purcell's ghost frog,Heleophryne purcelli,,NA,NA,NA,NA,NA,,Least Concern (LC),ZA,Heleophryne_purcelli,0,1,1,56,NA,NA,774.5,67,1763,-33.5294725,-34.35594,-32.50854,143,122,168,1992,D__,Y
Anura,Hemiphractidae,,Cryptobatrachus,,fuhrmanni,"(Peracca, 1914)",NA,,Cryptobatrachus fuhrmanni,Cryptobatrachus_incertus,_Hyla_fuhrmanni,NA,NA,NA,NA,"Cryptobatrachus incertus, Hyla fuhrmanni",Least Concern (LC),CO,Cryptobatrachus_fuhrmanni,?,1,1,NA,torrential,IUCN 2014,847.25,708,973,6.6160875,5.58719,6.985,226,216,246,NA,__,Y
Anura,Hemiphractidae,,Flectonotus,,fitzgeraldi,"(Parker, 1934)",NA,Dwarf Marsupial Frog,Flectonotus fitzgeraldi,,NA,NA,NA,NA,NA,,Least Concern (LC),"VE,TT",Flectonotus_fitzgeraldi,?,1,1inf,24,arboreal,IUCN 2014,356.2,71,476,10.933716,10.66803,11.29995,246,238,261,2100,__N,Y
Anura,Hemiphractidae,,Flectonotus,,pygmaeus,"(Boettger, 1893)",NA,,Flectonotus pygmaeus,Nototheca_pygmaeum,NA,NA,NA,NA,NA,Nototheca pygmaeum,Least Concern (LC),"VE,CO",Flectonotus_pygmaeus,?,1,1inf,32.4,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,__N,Y
Anura,Hemiphractidae,,Fritziana,,fissilis,"(Miranda-Ribeiro, 1920)",NA,,Fritziana fissilis,Flectonotus_ulei,_Nototheca_fissilis,_Coelonotus_fissilis,_Flectonotus_fissilis,NA,NA,"Flectonotus ulei, Nototheca fissilis, Coelonotus fissilis, Flectonotus fissilis",Least Concern (LC),BR,Fritziana_fissilis,?,1,1,0,arboreal,IUCN 2014; Heyer et al. 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,__,Y
Anura,Hemiphractidae,,Fritziana,,goeldii,"(Boulenger, 1895)",NA,,Fritziana goeldii,Flectonotus_goeldii,NA,NA,NA,NA,NA,Flectonotus goeldii,Least Concern (LC),BR,Fritziana_goeldii,?,1,1,NA,arboreal,IUCN 2014,1282,907,1657,-22.625005,-22.73334,-22.51667,161,136,186,3150,__N,Y
Anura,Hemiphractidae,,Fritziana,,ohausi,"(Wandolleck, 1907)",NA,,Fritziana ohausi,,NA,NA,NA,NA,NA,,Least Concern (LC),BR,Fritziana_ohausi,?,1,1,28,arboreal,IUCN 2014; Heyer et al. 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,__,Y
Anura,Hemiphractidae,,Fritziana,,ulei,"(Miranda-Ribeiro, 1926)",1926,,,,NA,NA,NA,NA,NA,,,BR,Fritziana_ulei,?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,argenteovirens,"(Boettger, 1892)",NA,,Gastrotheca argenteovirens,,NA,NA,NA,NA,NA,,Least Concern (LC),CO,Gastrotheca_argenteovirens,?,1,1inf,65,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,aureomaculata,"Cochran & Goin, 1970",NA,,Gastrotheca aureomaculata,,NA,NA,NA,NA,NA,,Endangered (EN),CO,Gastrotheca_aureomaculata,1,1,1inf,76,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,christiani,"Laurent, 1967",NA,,Gastrotheca christiani,,NA,NA,NA,NA,NA,,Critically Endangered (CR),AR,Gastrotheca_christiani,1,1,1,40,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910.6,_C_N,Y
Anura,Hemiphractidae,,Gastrotheca,,chrysosticta,"Laurent, 1976",NA,,Gastrotheca chrysosticta,,NA,NA,NA,NA,NA,,Endangered (EN),AR,Gastrotheca_chrysosticta,1,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,cornuta,"(Boulenger, 1898)",NA,,Gastrotheca cornuta,Gastrotheca_ceratophrys,_Nototrema_cornutum,_Hyla_ceratophrys,NA,NA,NA,"Gastrotheca ceratophrys, Nototrema cornutum, Hyla ceratophrys",Endangered (EN),"CR,PA,EC,CO",Gastrotheca_cornuta,1,1,1inf,81.1,arboreal,IUCN 2014,1183,361,1902,0.601285714,-2.567,8.63463,201.7142857,167,233,800,__N,Y
Anura,Hemiphractidae,,Gastrotheca,,dendronastes,"Duellman, 1983",NA,,Gastrotheca dendronastes,,NA,NA,NA,NA,NA,,Endangered (EN),"EC,CO",Gastrotheca_dendronastes,?,1,1,79.5,arboreal,IUCN 2014,1678,1678,1678,5.380153333,5.37731,5.38183,202,202,202,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,dunni,"Lutz, 1977",NA,,Gastrotheca dunni,,NA,NA,NA,NA,NA,,Least Concern (LC),CO,Gastrotheca_dunni,?,1,1,56,NA,NA,2823.714286,2558,3065,6.696338571,6.60556,6.81611,128.2857143,112,146,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,excubitor,"Duellman & Fritts, 1972",NA,Abra Acanacu Marsupial Frog,Gastrotheca excubitor,,NA,NA,NA,NA,NA,,Vulnerable (VU),PE,Gastrotheca_excubitor,1,1,1inf,47.3,terrestrial,IUCN 2014,3047.571429,2469,3504,-13.17312429,-13.18889,-13.1167,129.8571429,123,171,1754,__,Y
Anura,Hemiphractidae,,Gastrotheca,,fissipes,"(Boulenger, 1888)",NA,,Gastrotheca fissipes,,NA,NA,NA,NA,NA,,Least Concern (LC),BR,Gastrotheca_fissipes,1,1,1inf,90.7,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,__,Y
Anura,Hemiphractidae,,Gastrotheca,,galeata,"Trueb & Duellman, 1978",NA,,Gastrotheca galeata,,NA,NA,NA,NA,NA,,Data Deficient (DD),PE,Gastrotheca_galeata,?,1,1,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,gracilis,"Laurent, 1969",NA,,Gastrotheca gracilis,,NA,NA,NA,NA,NA,,Endangered (EN),AR,Gastrotheca_gracilis,1,1,1inf,48,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,__,Y
Anura,Hemiphractidae,,Gastrotheca,,griswoldi,"Shreve, 1941",NA,,Gastrotheca griswoldi,,NA,NA,NA,NA,NA,,Least Concern (LC),PE,Gastrotheca_griswoldi,?,1,1,44,terrestrial,IUCN 2014,4017.666667,3474,4269,-11.35163888,-11.50417,-10.84167,52,45,68,1980,__,Y
Anura,Hemiphractidae,,Gastrotheca,,helenae,"Dunn, 1944",NA,,Gastrotheca helenae,,NA,NA,NA,NA,NA,,Data Deficient (DD),"VE,CO",Gastrotheca_helenae,0,1,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,litonedis,"Duellman & Hillis, 1987",NA,,Gastrotheca litonedis,,NA,NA,NA,NA,NA,,Endangered (EN),EC,Gastrotheca_litonedis,?,1,1,59,NA,NA,2515,2515,2515,-3.15,-3.15,-3.15,137,137,137,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,longipes,"(Boulenger, 1882)",NA,,Gastrotheca longipes,,NA,NA,NA,NA,NA,,Least Concern (LC),"PE,EC",Gastrotheca_longipes,?,1,1,84.7,arboreal,IUCN 2014,508.3333333,275,953,-2.121923333,-2.28243,-2.01667,239.3333333,216,252,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,marsupiata,"(Duméril & Bibron, 1841)",NA,"Marsupian Frog, Common Marsupial Frog",Gastrotheca marsupiata,Eleutherodactylus_andicola,_Gastrotheca_boliviana,_Eleutherodactylus_footei,_Leptodactylus_andicola,NA,NA,"Gastrotheca boliviana, Eleutherodactylus footei, Leptodactylus andicola",Least Concern (LC),"PE,BO",Gastrotheca_marsupiata,?,1,1,49.6,NA,NA,3514.885714,979,4337,-13.62063771,-19.04306,-11.8833,103.8857143,45,231,1940,__,Y
Anura,Hemiphractidae,,Gastrotheca,,monticola,"Barbour & Noble, 1920",NA,,Gastrotheca monticola,,NA,NA,NA,NA,NA,,Least Concern (LC),PE,Gastrotheca_monticola,?,1,1,77,arboreal,IUCN 2014,2354.666667,1985,3090,-5.200074667,-6.3667,-3.93333,158,127,179,NA,D__,Y
Anura,Hemiphractidae,,Gastrotheca,,nicefori,"Gaige, 1933",NA,,Gastrotheca nicefori,,NA,NA,NA,NA,NA,,Least Concern (LC),"VE,PA,CO",Gastrotheca_nicefori,1,1,1,82,arboreal,IUCN 2014,1925.25,1601,2157,5.2209375,4.66353,5.72342,181,156,206,957,__N,Y
Anura,Hemiphractidae,,Gastrotheca,,ochoai,"Duellman & Fritts, 1972",NA,,Gastrotheca ochoai,,NA,NA,NA,NA,NA,,Endangered (EN),PE,Gastrotheca_ochoai,?,1,1,37.9,arboreal,IUCN 2014,2998,2998,2998,-13.23333,-13.23333,-13.23333,134,134,134,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,orophylax,"Duellman & Pyles, 1980",NA,,Gastrotheca orophylax,,NA,NA,NA,NA,NA,,Vulnerable (VU),"CO,EC",Gastrotheca_orophylax,?,1,1,74,arboreal,AmphibiaWeb 2016,2852.5,2693,3012,0.630555,0.61667,0.64444,107.5,89,126,990,__,Y
Anura,Hemiphractidae,,Gastrotheca,,peruana,"(Boulenger, 1900)",NA,,Gastrotheca peruana,,NA,NA,NA,NA,NA,,Least Concern (LC),PE,Gastrotheca_peruana,?,1,1,46.8,NA,NA,3696.192308,2903,4756,-8.864189615,-10.21333,-6.85,79.38461538,11,116,1870,__,Y
Anura,Hemiphractidae,,Gastrotheca,,plumbea,"(Boulenger, 1882)",NA,,Gastrotheca plumbea,,NA,NA,NA,NA,NA,,Vulnerable (VU),EC,Gastrotheca_plumbea,?,1,1inf,73,arboreal,IUCN 2014,2152,1296,3028,-0.642844444,-1.9333,-0.0167,151.7777778,121,180,970,__,Y
Anura,Hemiphractidae,,Gastrotheca,,pseustes,"Duellman & Hillis, 1987",NA,,Gastrotheca pseustes,,NA,NA,NA,NA,NA,,Near Threatened (NT),EC,Gastrotheca_pseustes,?,1,1,62,NA,NA,3132.555556,2418,4203,-2.106018222,-3.64694,-0.37861,107.4444444,45,162,1550,__,Y
Anura,Hemiphractidae,,Gastrotheca,,psychrophila,"Duellman, 1974",NA,,Gastrotheca psychrophila,,NA,NA,NA,NA,NA,,Endangered (EN),EC,Gastrotheca_psychrophila,?,1,1,63,semi.arboreal,Duellman 2015,2314.75,2256,2457,-3.96868,-3.97333,-3.96139,154,154,154,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,riobambae,"(Fowler, 1913)",NA,"Riobamba Marsupial Frog, Andean Marsupial Tree Frog",Gastrotheca riobambae,,NA,NA,NA,NA,NA,,Endangered (EN),EC,Gastrotheca_riobambae,1,1,1inf,66,arboreal,IUCN 2014,2741.269231,1988,4011,-0.675327308,-1.7,0.36667,132.4615385,78,157,1480,__,Y
Anura,Hemiphractidae,,Gastrotheca,,ruizi,"Duellman & Burrowes, 1986",NA,,Gastrotheca ruizi,,NA,NA,NA,NA,NA,,Near Threatened (NT),CO,Gastrotheca_ruizi,?,1,1,65,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,stictopleura,"Duellman, Lehr & Aguilar, 2001",2001,,Gastrotheca stictopleura,,NA,NA,NA,NA,NA,,Endangered (EN),PE,Gastrotheca_stictopleura,?,1,1,68.3,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,trachyceps,"Duellman, 1987",NA,Cerro Munchique Marsupial Frog,Gastrotheca trachyceps,,NA,NA,NA,NA,NA,,Endangered (EN),CO,Gastrotheca_trachyceps,?,1,1,67.9,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,walkeri,"Duellman, 1980",NA,,Gastrotheca walkeri,,NA,NA,NA,NA,NA,,Vulnerable (VU),VE,Gastrotheca_walkeri,0,1,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,weinlandii,"(Steindachner, 1892)",NA,,Gastrotheca weinlandii,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,EC,PE",Gastrotheca_weinlandii,?,1,1,86,NA,NA,1482,1282,1642,-1.12778,-3.1,-0.11667,196,187,209,NA,__,Y
Anura,Hemiphractidae,,Gastrotheca,,zeugocystis,"Duellman, Lehr, Rodríguez & von May, 2004",2004,,Gastrotheca zeugocystis,,NA,NA,NA,NA,NA,,Data Deficient (DD),PE,Gastrotheca_zeugocystis,?,1,1,37.5,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Hemiphractus,,bubalus,"(Jiménez de la Espada, 1870)",NA,,Hemiphractus bubalus,Cerathyla_braconnieri,_Cerathyla_bubalus,_Cerathyla_palmarum,NA,NA,NA,"Cerathyla braconnieri, Cerathyla bubalus, Cerathyla palmarum",Near Threatened (NT),"CO,EC,PE",Hemiphractus_bubalus,?,1,1,66.3,arboreal,IUCN 2014,928.6666667,362,1784,-1.114866667,-1.58671,-0.1,216.1666667,184,241,NA,__N,Y
Anura,Hemiphractidae,,Hemiphractus,,helioi,"Sheil & Mendelson, 2001",NA,,Hemiphractus helioi,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,EC,PE",Hemiphractus_helioi,?,1,1,57.9,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Hemiphractidae,,Hemiphractus,,proboscideus,"(Jiménez de la Espada, 1870)",NA,Sumaco Horned Treefrog,Hemiphractus proboscideus,Cerathyla_cristata,_Cerathyla_proboscidea,_Ceratohyla_cristata,NA,NA,NA,"Cerathyla cristata, Cerathyla proboscidea, Ceratohyla cristata",Least Concern (LC),"CO,EC,PE",Hemiphractus_proboscideus,?,1,1,67,arboreal,IUCN 2014,425.75,243,997,-0.59206,-2.1,0.0847,241.125,219,250,NA,D__N,Y
Anura,Hemiphractidae,,Hemiphractus,,scutatus,"(Spix, 1824)",NA,,Hemiphractus scutatus,Hemiphractus_divaricatus,_Rana_scutata,_Stombus_scutatus,NA,NA,NA,"Hemiphractus divaricatus, Rana scutata, Stombus scutatus",Least Concern (LC),"BR,CO,EC,PE",Hemiphractus_scutatus,?,1,1,81,semi.arboreal,IUCN 2014,766,195,1784,-2.8714575,-8.08333,-0.58583,229.75,184,262,NA,D__N,Y
Anura,Hemiphractidae,,Stefania,,evansi,"(Boulenger, 1904)",NA,,Stefania evansi,,NA,NA,NA,NA,NA,,Data Deficient (DD),"VE,GY",Stefania_evansi,1,1,1,97.5,torrential,IUCN 2014,681.6,146,970,5.732818667,5.12944,6.30917,229.8666667,197,259,NA,D__,Y
Anura,Hemiphractidae,,Stefania,,ginesi,"Rivero, 1968",NA,,Stefania ginesi,,NA,NA,NA,NA,NA,,Near Threatened (NT),VE,Stefania_ginesi,1,1,1,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Hemiphractidae,,Stefania,,scalae,"Rivero, 1970",NA,,Stefania scalae,,NA,NA,NA,NA,NA,,Least Concern (LC),VE,Stefania_scalae,?,1,1,63.6,torrential,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Hemiphractidae,,Stefania,,schuberti,"Señaris, Ayarzagüena & Gorzula, 1997",NA,,Stefania schuberti,,NA,NA,NA,NA,NA,,Near Threatened (NT),VE,Stefania_schuberti,1,1,1,76,torrential,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Hemisotidae,,Hemisus,,marmoratus,"(Peters, 1854)",1854,"English: Shovel-nosed Frog, Marbled Snout-burrower; Zulu: Isinana esipendiwe",Hemisus marmoratus,,NA,NA,NA,NA,NA,,Least Concern (LC),"BJ,BW,BF,CM,CF,TD,CI,ER,ET,GM,GH,GW,KE,MW,MZ,NA,NG,SN,SO,ZA,SS,SD,SZ,TZ,TG,ZM,ZW",Hemisus_marmoratus,0,0,0,55,burrowing,IUCN 2014,603.125,5,2457,-11.80460823,-28.35,10.39576,232.2142857,146,280,3696,__N,N
