order,family,subfamily,genus,subgenus,species,spauthor,year_described,common_name,gaa_name,syn1,syn2,syn3,syn4,syn5,syn6,itis_names,iucn,isocc,Genus_species,Tympanic.membrane,Tympanic.annulus,Columella,Collapsed_SVL,Microhabitat,Source,alt_mean,alt_min,alt_max,latitude_mean,latitude_min,latitude_max,mean_temp,min_temp,max_temp,df,ActiveTime,ear
Anura,Ranixalidae,,Indirana,,semipalmata,"(Boulenger, 1882)",NA,Half-webbed Leaping Frog,Indirana semipalmata,,NA,NA,NA,NA,NA,,Least Concern (LC),IN,Indirana_semipalmata,?,1,1,35.5,terrestrial,IUCN 2014; Inger et al. 1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,__,Y
Anura,Ranixalidae,,Sallywalkerana,,diplosticta,"(Günther, 1875)",NA,Spotted Leaping Frog,Indirana diplosticta,Indirana_diplosticta,NA,NA,NA,NA,NA,,Endangered (EN),IN,Sallywalkerana_diplosticta,?,1,1inf,25.2,terrestrial,IUCN 2014; Inger et al. 1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Buergeriinae,Buergeria,,buergeri,"(Temminck & Schlegel, 1838)",NA,Kajika Frog,Buergeria buergeri,,NA,NA,NA,NA,NA,,Least Concern (LC),JP,Buergeria_buergeri,?,1,1inf,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Rhacophoridae,Buergeriinae,Buergeria,,japonica,"(Hallowell, 1861)",NA,"Ryukyu Kajika Frog, Japanese Stream Treefrog",Buergeria japonica,,NA,NA,NA,NA,NA,,Least Concern (LC),"TW,JP",Buergeria_japonica,1,1,1inf,37,terrestrial,AmphibiaWeb 2016,321.1176471,16,2322,26.00505632,23.33871,28.37472,210.4736842,131,233,3090,__,Y
Anura,Rhacophoridae,Buergeriinae,Buergeria,,robusta,"(Boulenger, 1909)",NA,"Strong Stream Treefrog, Brown Treefrog",Buergeria robusta,,NA,NA,NA,NA,NA,,Least Concern (LC),TW,Buergeria_robusta,1,1,1inf,67.1,NA,NA,222.5,24,503,23.89924034,22.00428,25.19473,212.5,181,247,1850,__,Y
Anura,Rhacophoridae,Rhacophorinae,Chiromantis,,doriae,"(Boulenger, 1893)",1893,Doria's Foam-nest Treefrog,Chiromantis doriae,Chirixalus_doriae,NA,NA,NA,NA,NA,Chirixalus doriae,Least Concern (LC),"BD,KH,CN,IN,LA,MM,TH,VN",Chiromantis_doriae,?,1,1inf,27.41,NA,NA,889.2,130,1538,21.207768,18.70222,22.77998,205.8,174,240,4300,__,Y
Anura,Rhacophoridae,Rhacophorinae,Chiromantis,,petersii,"Boulenger, 1882",NA,,Chiromantis petersii,,NA,NA,NA,NA,NA,,Least Concern (LC),"KE,SO,TZ",Chiromantis_petersii,?,1,1,53,NA,NA,1018.888889,329,1573,-3.526552778,-8,3.56667,230.7777778,199,261,1000,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Chiromantis,,rufescens,"(Günther, 1869)",NA,,Chiromantis rufescens,,NA,NA,NA,NA,NA,,Least Concern (LC),"CM,CF,CG,CD,CI,GA,GH,GN,NG,SL,UG",Chiromantis_rufescens,?,1,1,65,NA,NA,366.6078431,9,1098,3.679500196,-5.17193,8.034,247.5098039,204,269,1500,__,Y
Anura,Rhacophoridae,Rhacophorinae,Chiromantis,,xerampelina,"Peters, 1854",1854,"Gray Tree Frog, Usomagwebu waseningizimua (Zulu)",Chiromantis xerampelina,,NA,NA,NA,NA,NA,,Least Concern (LC),"AO,BW,KE,MW,MZ,NA,ZA,SZ,TZ,ZM,ZW",Chiromantis_xerampelina,0,1,1,90,NA,NA,499.8835616,4,1457,-19.36135851,-28.88333,-2.39056,223.3986486,183,270,1800,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Feihyla,,kajau,"(Dring, 1983)",NA,,Feihyla kajau,,NA,NA,NA,NA,NA,,Least Concern (LC),MY,Feihyla_kajau,?,1,1inf,20,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Feihyla,,palpebralis,"(Smith, 1924)",NA,,Feihyla palpebralis,Chirixalus_palpebralis,NA,NA,NA,NA,NA,Chirixalus palpebralis,Near Threatened (NT),"VN,CN",Feihyla_palpebralis,?,1,1inf,30.9,NA,NA,965.3333333,880,1130,14.40852,14.34139,14.44417,214.3333333,206,219,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Ghatixalus,,variabilis,"(Jerdon, 1853)",NA,,Ghatixalus variabilis,Rhacophorus_variabilis,_Polypedates_variabilis,_Polypedates_pleurostictus,NA,NA,NA,"Rhacophorus variabilis, Polypedates variabilis, Polypedates pleurostictus",Endangered (EN),IN,Ghatixalus_variabilis,?,1,1,50.4,semi.arboreal,IUCN 2014; Inger et al. 1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,3135,__,Y
Anura,Rhacophoridae,Rhacophorinae,Gracixalus,,gracilipes,"(Bourret, 1937)",NA,,Gracixalus gracilipes,Philautus_gracilipes,NA,NA,NA,NA,NA,Philautus gracilipes,Least Concern (LC),"CN,TH,VN",Gracixalus_gracilipes,?,1,1inf,29.5,arboreal,IUCN 2014,2201,1557,2766,22.3242375,22.31556,22.34944,128,114,145,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Gracixalus,,supercornutus,"(Orlov, Ho & Nguyen, 2004)",2002,,Gracixalus supercornutus,Philautus_supercornutus,NA,NA,NA,NA,NA,Philautus supercornutus,Near Threatened (NT),"LA,VN",Gracixalus_supercornutus,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Kurixalus,,appendiculatus,"(Günther, 1858)",NA,Rough-Armed Tree Frog,Kurixalus appendiculatus,,NA,NA,NA,NA,NA,,Least Concern (LC),"IN,ID,MY,MM,PH,VN",Kurixalus_appendiculatus,?,1,1inf,50,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,__,Y
Anura,Rhacophoridae,Rhacophorinae,Kurixalus,,banaensis,"(Bourret, 1939)",NA,,Kurixalus banaensis,,NA,NA,NA,NA,NA,,Data Deficient (DD),VN,Kurixalus_banaensis,?,1,1inf,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Kurixalus,,eiffingeri,"(Boettger, 1895)",NA,Eiffinger's Tree Frog,Kurixalus eiffingeri,Buergeria_pollicaris,NA,NA,NA,NA,NA,,Least Concern (LC),"TW,JP",Kurixalus_eiffingeri,1,1,1inf,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Kurixalus,,odontotarsus,"(Ye & Fei, 1993)",NA,,Kurixalus odontotarsus,Kurixalus_hainanus,_Philautus_odontotarsus,NA,NA,NA,NA,Philautus odontotarsus,Least Concern (LC),"CN,VN",Kurixalus_odontotarsus,?,1,1inf,43,NA,NA,1302,1106,1538,22.812222,22.70145,23.1223,184,174,195,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Leptomantis,,angulirostris,"(Ahl, 1927)",NA,Masked Tree Frog,Rhacophorus angulirostris,Rhacophorus_angulirostris,NA,NA,NA,NA,NA,,Endangered (EN),"MY,ID",Leptomantis_angulirostris,1,1,1inf,51,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,__,Y
Anura,Rhacophoridae,Rhacophorinae,Leptomantis,,fasciatus,"(Boulenger, 1895)",NA,,Rhacophorus fasciatus,Rhacophorus_fasciatus,NA,NA,NA,NA,NA,,Vulnerable (VU),"ID,MY",Leptomantis_fasciatus,?,1,1inf,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Leptomantis,,gauni,"(Inger, 1966)",NA,,Rhacophorus gauni,Rhacophorus_gauni,NA,NA,NA,NA,NA,,Near Threatened (NT),MY,Leptomantis_gauni,?,1,1inf,38,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Leptomantis,,rufipes,"(Inger, 1966)",NA,,Rhacophorus rufipes,Rhacophorus_rufipes,NA,NA,NA,NA,NA,,Near Threatened (NT),MY,Leptomantis_rufipes,1,1,1inf,50,arboreal,Haas et al. 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Liuixalus,,romeri,"(Smith, 1953)",NA,Romer's Treefrog,Liuixalus romeri,Chirixalus_romeri,NA,NA,NA,NA,NA,Chirixalus romeri,Endangered (EN),HK,Liuixalus_romeri,1,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Nyctixalus,,pictus,"(Peters, 1871)",NA,Peter's Tree Frog,Nyctixalus pictus,Theloderma_pictum,_Nyctixalus_pictum,NA,NA,NA,NA,,Near Threatened (NT),"ID,MY,PH,SG,TH,VN",Nyctixalus_pictus,1,1,1inf,35,arboreal,IUCN 2014,84,44,142,2.754086667,1.3493,9.73115,266,259,269,2000,__,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,aurifasciatus,"(Schlegel, 1837)",NA,,Philautus aurifasciatus,,NA,NA,NA,NA,NA,,Least Concern (LC),ID,Philautus_aurifasciatus,?,1,1inf,33,arboreal,IUCN 2014,1190.5,126,2285,-7.253949086,-7.91667,-6.75,189.5,130,250,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,bunitus,"Inger, Stuebing & Tan, 1995",NA,,Philautus bunitus,,NA,NA,NA,NA,NA,,Least Concern (LC),MY,Philautus_bunitus,1,1,1inf,46.3,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,__,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,hosii,"(Boulenger, 1895)",NA,,Philautus hosii,,NA,NA,NA,NA,NA,,Least Concern (LC),MY,Philautus_hosii,?,1,1inf,63,arboreal,IUCN 2014; Inger and Stuebing 1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050.12,__,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,petersi,"(Boulenger, 1900)",NA,,Philautus petersi,,NA,NA,NA,NA,NA,,Least Concern (LC),"ID,MY",Philautus_petersi,0,1,1inf,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,surdus,"(Peters, 1863)",NA,Common Forest Tree Frog,Philautus surdus,,NA,NA,NA,NA,NA,,Least Concern (LC),PH,Philautus_surdus,0,1,1,38.4,arboreal,IUCN 2014,1279.918919,93,2017,9.56322027,8.0629,14.13739,213.8918919,181,270,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Philautus,,umbra,"Dring, 1987",NA,,Philautus umbra,,NA,NA,NA,NA,NA,,Least Concern (LC),MY,Philautus_umbra,?,1,1inf,35,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Polypedates,,colletti,"(Boulenger, 1890)",NA,,Polypedates colletti,,NA,NA,NA,NA,NA,,Least Concern (LC),"ID,MY,TH,VN",Polypedates_colletti,?,1,1inf,80,arboreal,Dring 1979,26,26,26,3.7898,3.7898,3.7898,268,268,268,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Polypedates,,leucomystax,"(Gravenhorst, 1829)",NA,"Common Tree Frog, Asian Brown Treefrog, Four-Lined Tree Frog, Golden Tree Frog",Polypedates leucomystax,Polypedates_teraiensis,NA,NA,NA,NA,NA,,Least Concern (LC),"BD,IN,ID,JP,LA,MY,MM,PH,SG,TH,VN",Polypedates_leucomystax,?,1,1,80,NA,NA,379.6625514,1,2766,12.7474691,-10.21667,27.61222,244.2921811,114,278,3228.61,__,Y
Anura,Rhacophoridae,Rhacophorinae,Polypedates,,macrotis,"(Boulenger, 1891)",NA,Brown-Striped Tree Frog,Polypedates macrotis,,NA,NA,NA,NA,NA,,Least Concern (LC),"PH,MY,ID",Polypedates_macrotis,?,1,1inf,85,arboreal,Inger and Stuebing 1997,182.2,6,771,6.712646,1.66667,12.30139,262.8,242,274,3243.29,__,Y
Anura,Rhacophoridae,Rhacophorinae,Polypedates,,maculatus,"(Gray, 1830)",NA,"Chunam Tree Frog, Common Indian Tree Frog",Polypedates maculatus,,NA,NA,NA,NA,NA,,Least Concern (LC),"BD,BT,IN,NP,LK",Polypedates_maculatus,1,1,1,89,arboreal,IUCN 2014,278.6666667,6,960,13.88837556,7.81041,27.57114,260.2222222,199,286,2000,__,Y
Anura,Rhacophoridae,Rhacophorinae,Polypedates,,otilophus,"(Boulenger, 1893)",NA,File-Eared Tree Frog,Polypedates otilophus,,NA,NA,NA,NA,NA,,Least Concern (LC),"MY,ID",Polypedates_otilophus,?,1,1,100,arboreal,IUCN 2014,368.75,135,539,3.685395,1.16667,4.96537,254.75,246,267,1033.6,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,alto,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus alto,,NA,NA,NA,NA,NA,,Endangered (EN),LK,Pseudophilautus_alto,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__N,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,amboli,"(Biju & Bossuyt, 2009)",2009,,Pseudophilautus amboli,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Pseudophilautus_amboli,1,1,1inf,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,cavirostris,"(Günther, 1869)",NA,,Pseudophilautus cavirostris,,NA,NA,NA,NA,NA,,Vulnerable (VU),LK,Pseudophilautus_cavirostris,?,1,1inf,45,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,decoris,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,Elegant Shrub Frog,Pseudophilautus decoris,,NA,NA,NA,NA,NA,,Critically Endangered (CR),LK,Pseudophilautus_decoris,1,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,folicola,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus folicola,,NA,NA,NA,NA,NA,,Vulnerable (VU),LK,Pseudophilautus_folicola,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,hoipolloi,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus hoipolloi,Pseudophilautus_pleurotaenia,NA,NA,NA,NA,NA,,Least Concern (LC),LK,Pseudophilautus_hoipolloi,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,kani,"(Biju & Bossuyt, 2009)",2009,,Pseudophilautus kani,,NA,NA,NA,NA,NA,,Least Concern (LC),IN,Pseudophilautus_kani,1,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,leucorhinus,"(Lichtenstein & Martens, 1856)",NA,,Pseudophilautus leucorhinus,,NA,NA,NA,NA,NA,,Extinct (EX),LK,Pseudophilautus_leucorhinus,?,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,lunatus,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,Afro-Asian Tree Frog,Pseudophilautus lunatus,,NA,NA,NA,NA,NA,,Critically Endangered (CR),LK,Pseudophilautus_lunatus,?,1,1inf,40.9,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,ocularis,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus ocularis,,NA,NA,NA,NA,NA,,Critically Endangered (CR),LK,Pseudophilautus_ocularis,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,papillosus,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus papillosus,Pseudophilautus_pleurotaenia,NA,NA,NA,NA,NA,,Critically Endangered (CR),LK,Pseudophilautus_papillosus,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,popularis,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus popularis,,NA,NA,NA,NA,NA,,Vulnerable (VU),LK,Pseudophilautus_popularis,?,1,1inf,25.6,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4067.3,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,sarasinorum,"(Müller, 1887)",2005,,Pseudophilautus sarasinorum,,NA,NA,NA,NA,NA,,Endangered (EN),LK,Pseudophilautus_sarasinorum,?,1,1inf,0,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,schmarda,"(Kelaart, 1854)",NA,Conical wart pygmy tree frog,Pseudophilautus schmarda,Theloderma_schmardanum,NA,NA,NA,NA,NA,Theloderma schmardanum,Endangered (EN),LK,Pseudophilautus_schmarda,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,silus,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus silus,Pseudophilautus_fulvus,NA,NA,NA,NA,NA,,Endangered (EN),LK,Pseudophilautus_silus,1,1inf,1,NA,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,tanu,"(Meegaskumbura, Manamendra-Arachchi & Pethiyagoda, 2009)",2009,,Pseudophilautus tanu,,NA,NA,NA,NA,NA,,Endangered (EN),LK,Pseudophilautus_tanu,1,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Pseudophilautus,,zorro,"(Manamendra-Arachchi & Pethiyagoda, 2005)",2005,,Pseudophilautus zorro,,NA,NA,NA,NA,NA,,Vulnerable (VU),LK,Pseudophilautus_zorro,?,1,1inf,30,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,anili,"(Biju & Bossuyt, 2006)",2006,Anil's Bush Frog,Raorchestes anili,,NA,NA,NA,NA,NA,,Least Concern (LC),IN,Raorchestes_anili,?,1,1inf,29.3,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_C_,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,beddomii,"(Günther, 1876)",NA,,Raorchestes beddomii,,NA,NA,NA,NA,NA,,Near Threatened (NT),IN,Raorchestes_beddomii,?,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,charius,"(Rao, 1937)",NA,,Raorchestes charius,,NA,NA,NA,NA,NA,,Endangered (EN),IN,Raorchestes_charius,?,1,1inf,30.9,semi.arboreal,IUCN 2014; Inger et al. 1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478.57,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,chromasynchysi,"(Biju & Bossuyt, 2009)",2009,,Raorchestes chromasynchysi,,NA,NA,NA,NA,NA,,Vulnerable (VU),IN,Raorchestes_chromasynchysi,?,1,1inf,0,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,coonoorensis,"(Biju & Bossuyt, 2009)",2009,,Raorchestes coonoorensis,,NA,NA,NA,NA,NA,,Least Concern (LC),IN,Raorchestes_coonoorensis,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,dubois,"(Biju & Bossuyt, 2006)",2006,"Kodaikanal Bush Frog, Koadaikanal Bush Frog",Raorchestes dubois,,NA,NA,NA,NA,NA,,Vulnerable (VU),IN,Raorchestes_dubois,?,1,1inf,25.3,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,glandulosus,"(Jerdon, 1853)",NA,,Raorchestes glandulosus,,NA,NA,NA,NA,NA,,Vulnerable (VU),IN,Raorchestes_glandulosus,0,1,1,22.3,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,graminirupes,"(Biju & Bossuyt, 2005)",2005,,Raorchestes graminirupes,,NA,NA,NA,NA,NA,,Vulnerable (VU),IN,Raorchestes_graminirupes,?,1,1inf,28.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,griet,"(Bossuyt, 2002)",2002,,Raorchestes griet,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Raorchestes_griet,?,1,1inf,22.1,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699.88,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,luteolus,"(Kuramoto & Joshy, 2003)",2003,Coorg Yellow Bush Frog,Raorchestes luteolus,Philautus_neelanethrus,NA,NA,NA,NA,NA,,Data Deficient (DD),IN,Raorchestes_luteolus,?,1,1inf,26.8,arboreal,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2617,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,marki,"(Biju & Bossuyt, 2009)",2009,,Raorchestes marki,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Raorchestes_marki,?,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,munnarensis,"(Biju & Bossuyt, 2009)",2009,,Raorchestes munnarensis,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Raorchestes_munnarensis,?,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,nerostagona,"(Biju & Bossuyt, 2005)",2005,,Raorchestes nerostagona,,NA,NA,NA,NA,NA,,Endangered (EN),IN,Raorchestes_nerostagona,?,1,1inf,34,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,ponmudi,"(Biju & Bossuyt, 2005)",2005,Large Ponmudi Bush Frog,Raorchestes ponmudi,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Raorchestes_ponmudi,?,1,1inf,38.9,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__N,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,sushili,"(Biju & Bossuyt, 2009)",2009,,Raorchestes sushili,,NA,NA,NA,NA,NA,,Critically Endangered (CR),IN,Raorchestes_sushili,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,tinniens,"(Jerdon, 1853)",NA,,Raorchestes tinniens,,NA,NA,NA,NA,NA,,Endangered (EN),IN,Raorchestes_tinniens,?,1,1inf,33.1,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Raorchestes,,tuberohumerus,"(Kuramoto & Joshy, 2003)",2003,,Raorchestes tuberohumerus,,NA,NA,NA,NA,NA,,Data Deficient (DD),IN,Raorchestes_tuberohumerus,?,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,annamensis,"Smith, 1924",NA,,Rhacophorus annamensis,Rhacophorus_notater,NA,NA,NA,NA,NA,,Least Concern (LC),VN,Rhacophorus_annamensis,?,1,1inf,82.01,arboreal,IUCN 2014,719,147,1130,13.94935,13.06666,14.44,226.6666667,206,255,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,calcaneus,"Smith, 1924",NA,,Rhacophorus calcaneus,Rhacophorus_chuyangsinensis,NA,NA,NA,NA,NA,,Endangered (EN),"LA,VN",Rhacophorus_calcaneus,?,1,1inf,52.93,arboreal,IUCN 2014,967.4,147,1595,14.844132,13.06666,15.6852,209,176,255,NA,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,nigropalmatus,"Boulenger, 1895",NA,"Wallace's Flying Frog, Wallace’s Treefrog",Rhacophorus nigropalmatus,,NA,NA,NA,NA,NA,,Least Concern (LC),"ID,MY,MM,TH",Rhacophorus_nigropalmatus,1,1,1,100,arboreal,IUCN 2014; Inger and Stuebing 1997,229,229,229,4.95397,4.95397,4.95397,252,252,252,1103.48,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,orlovi,"Ziegler & Köhler, 2001",NA,,Rhacophorus orlovi,,NA,NA,NA,NA,NA,,Least Concern (LC),"KH,LA,VN",Rhacophorus_orlovi,1,1,1inf,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753.31,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,pardalis,"Günther, 1858",NA,"Harlequin Tree Frog, Gliding Tree Frog, Panther Tree Frog",Rhacophorus pardalis,,NA,NA,NA,NA,NA,,Least Concern (LC),"PH,MY,ID",Rhacophorus_pardalis,1,1,1inf,71,arboreal,IUCN 2014; Inger and Stuebing 1997,626.3333333,233,1253,9.207084444,6.01966,9.83742,239.4444444,218,263,2371.43,__,Y
Anura,Rhacophoridae,Rhacophorinae,Rhacophorus,,rhodopus,"Liu & Hu, 1960",2007,,Rhacophorus rhodopus,Rhacophorus_namdaphaensis,NA,NA,NA,NA,NA,Rhacophorus namdaphaensis,Least Concern (LC),"KH,CN,IN,LA,TH,VN",Rhacophorus_rhodopus,0,1,1inf,48.7,arboreal,IUCN 2014,887.5483871,186,1977,24.06463194,14.44417,27.47794,194.8709677,139,251,NA,__,Y
